Booking_ID,room_type_reserved,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests
INN26753,Room_Type 1,Offline,0,0,0,0
INN26754,Room_Type 1,Online,0,0,0,1
INN26755,Room_Type 1,Offline,0,0,0,0
INN26756,Room_Type 1,Offline,0,0,0,0
INN26757,Room_Type 4,Online,0,0,0,0
INN26758,Room_Type 1,Corporate,0,0,0,0
INN26759,Room_Type 1,Online,0,0,0,2
INN26760,Room_Type 1,Online,0,0,0,2
INN26761,Room_Type 4,Online,0,0,0,2
INN26762,Room_Type 6,Online,0,0,0,0
INN26763,Room_Type 1,Online,0,0,0,1
INN26764,Room_Type 1,Online,0,0,0,2
INN26765,Room_Type 1,Offline,0,0,0,0
INN26766,Room_Type 1,Online,0,0,0,1
INN26767,Room_Type 1,Online,0,0,0,0
INN26768,Room_Type 4,Online,0,0,0,2
INN26769,Room_Type 1,Online,0,0,0,1
INN26770,Room_Type 1,Offline,0,0,0,0
INN26771,Room_Type 1,Offline,0,0,0,0
INN26772,Room_Type 5,Online,0,0,0,0
INN26773,Room_Type 1,Online,0,0,0,2
INN26774,Room_Type 1,Online,0,0,0,0
INN26775,Room_Type 1,Aviation,0,0,0,0
INN26776,Room_Type 1,Online,0,0,0,1
INN26777,Room_Type 1,Offline,0,0,0,0
INN26778,Room_Type 1,Offline,0,0,0,0
INN26779,Room_Type 1,Online,0,0,0,0
INN26780,Room_Type 1,Offline,0,0,0,0
INN26781,Room_Type 4,Offline,0,0,0,0
INN26782,Room_Type 1,Online,0,0,0,1
INN26783,Room_Type 1,Offline,0,0,0,1
INN26784,Room_Type 5,Offline,0,0,0,0
INN26785,Room_Type 1,Offline,0,0,0,0
INN26786,Room_Type 1,Online,1,1,0,0
INN26787,Room_Type 1,Online,0,0,0,1
INN26788,Room_Type 2,Online,0,0,0,1
INN26789,Room_Type 1,Online,0,0,0,0
INN26790,Room_Type 6,Online,0,0,0,1
INN26791,Room_Type 1,Offline,0,0,0,0
INN26792,Room_Type 1,Online,0,0,0,0
INN26793,Room_Type 4,Offline,0,0,0,1
INN26794,Room_Type 1,Online,0,0,0,1
INN26795,Room_Type 1,Offline,0,0,0,0
INN26796,Room_Type 1,Offline,0,0,0,0
INN26797,Room_Type 1,Online,0,0,0,0
INN26798,Room_Type 1,Corporate,0,0,0,0
INN26799,Room_Type 1,Offline,0,0,0,0
INN26800,Room_Type 1,Online,0,0,0,0
INN26801,Room_Type 1,Offline,0,0,0,0
INN26802,Room_Type 1,Online,0,0,0,0
INN26803,Room_Type 4,Aviation,0,0,0,0
INN26804,Room_Type 4,Complementary,0,0,0,2
INN26805,Room_Type 1,Online,0,0,0,1
INN26806,Room_Type 1,Offline,0,0,0,0
INN26807,Room_Type 1,Online,0,0,0,1
INN26808,Room_Type 4,Online,0,0,0,1
INN26809,Room_Type 1,Online,0,0,0,0
INN26810,Room_Type 6,Online,0,0,0,0
INN26811,Room_Type 1,Online,0,0,0,0
INN26812,Room_Type 1,Online,0,0,0,0
INN26813,Room_Type 1,Offline,0,0,0,0
INN26814,Room_Type 1,Online,0,0,0,0
INN26815,Room_Type 1,Offline,0,0,0,0
INN26816,Room_Type 1,Online,0,0,0,1
INN26817,Room_Type 1,Offline,0,0,0,0
INN26818,Room_Type 1,Online,0,0,0,0
INN26819,Room_Type 1,Online,0,0,0,0
INN26820,Room_Type 1,Corporate,0,0,0,0
INN26821,Room_Type 1,Online,0,0,0,1
INN26822,Room_Type 1,Offline,0,0,0,0
INN26823,Room_Type 1,Offline,0,0,0,0
INN26824,Room_Type 1,Offline,0,0,0,1
INN26825,Room_Type 1,Online,0,0,0,1
INN26826,Room_Type 4,Online,0,0,0,1
INN26827,Room_Type 4,Online,0,0,0,0
INN26828,Room_Type 1,Offline,0,0,0,0
INN26829,Room_Type 1,Online,0,0,0,2
INN26830,Room_Type 1,Online,0,0,0,2
INN26831,Room_Type 1,Online,0,0,0,2
INN26832,Room_Type 1,Online,0,0,0,3
INN26833,Room_Type 4,Online,0,0,0,1
INN26834,Room_Type 5,Offline,0,0,0,0
INN26835,Room_Type 1,Offline,0,0,0,0
INN26836,Room_Type 4,Online,0,0,0,2
INN26837,Room_Type 1,Corporate,0,0,0,1
INN26838,Room_Type 1,Complementary,1,0,9,1
INN26839,Room_Type 1,Offline,0,0,0,0
INN26840,Room_Type 1,Offline,0,0,0,0
INN26841,Room_Type 1,Online,0,0,0,1
INN26842,Room_Type 1,Offline,0,0,0,0
INN26843,Room_Type 1,Online,0,0,0,1
INN26844,Room_Type 4,Online,0,0,0,3
INN26845,Room_Type 1,Online,0,0,0,1
INN26846,Room_Type 1,Offline,0,0,0,0
INN26847,Room_Type 1,Offline,0,0,0,1
INN26848,Room_Type 1,Online,0,0,0,0
INN26849,Room_Type 1,Online,0,0,0,1
INN26850,Room_Type 1,Online,0,0,0,1
INN26851,Room_Type 1,Offline,0,0,0,0
INN26852,Room_Type 1,Offline,0,0,0,0
INN26853,Room_Type 1,Online,0,0,0,0
INN26854,Room_Type 1,Offline,0,0,0,0
INN26855,Room_Type 1,Offline,0,0,0,0
INN26856,Room_Type 1,Online,0,0,0,0
INN26857,Room_Type 1,Offline,0,0,0,0
INN26858,Room_Type 4,Online,0,0,0,1
INN26859,Room_Type 6,Online,0,0,0,2
INN26860,Room_Type 1,Online,0,0,0,0
INN26861,Room_Type 1,Online,0,0,0,2
INN26862,Room_Type 7,Online,0,0,0,2
INN26863,Room_Type 4,Online,0,0,0,0
INN26864,Room_Type 1,Offline,0,0,0,0
INN26865,Room_Type 1,Online,0,0,0,1
INN26866,Room_Type 4,Online,0,0,0,1
INN26867,Room_Type 1,Online,0,0,0,1
INN26868,Room_Type 1,Online,0,0,0,1
INN26869,Room_Type 1,Complementary,0,0,0,0
INN26870,Room_Type 5,Offline,0,0,0,0
INN26871,Room_Type 1,Online,0,0,0,1
INN26872,Room_Type 1,Offline,0,0,0,0
INN26873,Room_Type 4,Offline,0,0,0,0
INN26874,Room_Type 4,Online,0,0,0,1
INN26875,Room_Type 4,Offline,0,0,0,1
INN26876,Room_Type 1,Online,0,0,0,2
INN26877,Room_Type 1,Offline,0,0,0,0
INN26878,Room_Type 1,Offline,0,0,0,0
INN26879,Room_Type 1,Offline,0,0,0,0
INN26880,Room_Type 1,Online,0,0,0,1
INN26881,Room_Type 4,Online,0,0,0,1
INN26882,Room_Type 1,Online,0,0,0,0
INN26883,Room_Type 1,Online,0,0,0,1
INN26884,Room_Type 1,Corporate,1,0,2,0
INN26885,Room_Type 1,Offline,0,0,0,0
INN26886,Room_Type 4,Online,0,0,0,2
INN26887,Room_Type 1,Corporate,0,0,0,0
INN26888,Room_Type 1,Online,0,0,0,0
INN26889,Room_Type 1,Offline,0,0,0,0
INN26890,Room_Type 1,Online,0,0,0,2
INN26891,Room_Type 1,Online,0,0,0,2
INN26892,Room_Type 1,Online,0,0,0,2
INN26893,Room_Type 1,Offline,0,0,0,0
INN26894,Room_Type 1,Offline,0,0,0,0
INN26895,Room_Type 1,Online,0,0,0,0
INN26896,Room_Type 2,Online,0,0,0,1
INN26897,Room_Type 1,Corporate,0,0,0,0
INN26898,Room_Type 1,Online,0,0,0,0
INN26899,Room_Type 1,Offline,0,0,0,0
INN26900,Room_Type 1,Online,0,0,0,0
INN26901,Room_Type 1,Online,0,0,0,1
INN26902,Room_Type 1,Offline,0,0,0,1
INN26903,Room_Type 1,Corporate,1,0,1,0
INN26904,Room_Type 4,Online,0,0,0,1
INN26905,Room_Type 1,Online,0,0,0,1
INN26906,Room_Type 1,Online,0,0,0,2
INN26907,Room_Type 1,Online,0,0,0,1
INN26908,Room_Type 1,Online,0,0,0,1
INN26909,Room_Type 1,Online,0,0,0,2
INN26910,Room_Type 1,Offline,0,0,0,0
INN26911,Room_Type 4,Online,0,0,0,0
INN26912,Room_Type 1,Offline,0,0,0,0
INN26913,Room_Type 1,Offline,0,0,0,0
INN26914,Room_Type 1,Offline,0,0,0,0
INN26915,Room_Type 1,Online,0,0,0,1
INN26916,Room_Type 1,Online,0,0,0,0
INN26917,Room_Type 1,Offline,0,0,0,0
INN26918,Room_Type 1,Offline,0,0,0,0
INN26919,Room_Type 1,Offline,0,0,0,0
INN26920,Room_Type 1,Offline,0,0,0,0
INN26921,Room_Type 4,Offline,0,0,0,1
INN26922,Room_Type 6,Online,0,0,0,1
INN26923,Room_Type 1,Online,0,0,0,2
INN26924,Room_Type 1,Online,0,0,0,1
INN26925,Room_Type 2,Online,0,0,0,0
INN26926,Room_Type 1,Online,0,0,0,1
INN26927,Room_Type 1,Offline,0,0,0,0
INN26928,Room_Type 1,Online,0,0,0,0
INN26929,Room_Type 1,Online,0,0,0,0
INN26930,Room_Type 1,Offline,0,0,0,0
INN26931,Room_Type 1,Offline,0,0,0,0
INN26932,Room_Type 2,Complementary,0,0,0,1
INN26933,Room_Type 2,Online,0,0,0,1
INN26934,Room_Type 1,Offline,0,0,0,1
INN26935,Room_Type 1,Online,0,0,0,1
INN26936,Room_Type 1,Corporate,1,1,3,0
INN26937,Room_Type 4,Online,0,0,0,0
INN26938,Room_Type 1,Offline,0,0,0,0
INN26939,Room_Type 1,Online,0,0,0,0
INN26940,Room_Type 4,Online,0,0,0,2
INN26941,Room_Type 1,Offline,0,0,0,0
INN26942,Room_Type 1,Online,0,0,0,1
INN26943,Room_Type 1,Online,0,0,0,1
INN26944,Room_Type 1,Offline,0,0,0,0
INN26945,Room_Type 1,Online,0,0,0,0
INN26946,Room_Type 4,Offline,0,0,0,0
INN26947,Room_Type 4,Online,0,0,0,2
INN26948,Room_Type 1,Complementary,0,0,0,0
INN26949,Room_Type 1,Offline,0,0,0,0
INN26950,Room_Type 1,Online,0,0,0,1
INN26951,Room_Type 1,Online,0,0,0,0
INN26952,Room_Type 6,Online,0,0,0,1
INN26953,Room_Type 4,Online,0,0,0,1
INN26954,Room_Type 4,Online,0,0,0,1
INN26955,Room_Type 4,Online,0,0,0,0
INN26956,Room_Type 1,Offline,1,1,0,0
INN26957,Room_Type 1,Online,0,0,0,1
INN26958,Room_Type 1,Corporate,1,0,1,0
INN26959,Room_Type 1,Online,0,0,0,2
INN26960,Room_Type 1,Online,0,0,0,1
INN26961,Room_Type 1,Online,0,0,0,0
INN26962,Room_Type 1,Online,0,0,0,0
INN26963,Room_Type 1,Complementary,1,4,18,1
INN26964,Room_Type 1,Corporate,1,0,5,1
INN26965,Room_Type 1,Online,0,0,0,1
INN26966,Room_Type 4,Online,0,0,0,0
INN26967,Room_Type 1,Offline,0,0,0,0
INN26968,Room_Type 1,Online,0,0,0,1
INN26969,Room_Type 1,Online,0,0,0,1
INN26970,Room_Type 1,Online,0,0,0,1
INN26971,Room_Type 1,Online,0,0,0,0
INN26972,Room_Type 4,Online,0,0,0,0
INN26973,Room_Type 6,Online,0,0,0,1
INN26974,Room_Type 1,Online,0,0,0,1
INN26975,Room_Type 1,Online,0,0,0,0
INN26976,Room_Type 1,Offline,0,0,0,2
INN26977,Room_Type 1,Online,0,0,0,1
INN26978,Room_Type 1,Offline,0,0,0,0
INN26979,Room_Type 4,Corporate,0,0,0,0
INN26980,Room_Type 1,Offline,0,0,0,0
INN26981,Room_Type 1,Offline,0,0,0,1
INN26982,Room_Type 1,Offline,0,0,0,0
INN26983,Room_Type 4,Online,0,0,0,1
INN26984,Room_Type 1,Offline,0,0,0,0
INN26985,Room_Type 1,Online,0,0,0,0
INN26986,Room_Type 1,Offline,0,0,0,0
INN26987,Room_Type 1,Online,0,0,0,0
INN26988,Room_Type 1,Offline,0,0,0,1
INN26989,Room_Type 1,Offline,0,0,0,2
INN26990,Room_Type 1,Offline,0,0,0,0
INN26991,Room_Type 4,Online,0,0,0,0
INN26992,Room_Type 1,Online,0,0,0,0
INN26993,Room_Type 4,Online,0,0,0,0
INN26994,Room_Type 4,Online,0,0,0,0
INN26995,Room_Type 1,Online,0,0,0,1
INN26996,Room_Type 1,Online,0,0,0,0
INN26997,Room_Type 1,Offline,0,0,0,0
INN26998,Room_Type 1,Online,0,0,0,1
INN26999,Room_Type 1,Online,0,0,0,0
INN27000,Room_Type 4,Online,0,0,0,1
INN27001,Room_Type 4,Online,0,0,0,1
INN27002,Room_Type 1,Offline,0,0,0,1
INN27003,Room_Type 1,Offline,0,0,0,0
INN27004,Room_Type 1,Offline,0,0,0,0
INN27005,Room_Type 1,Offline,0,0,0,0
INN27006,Room_Type 1,Offline,0,0,0,0
INN27007,Room_Type 4,Online,0,0,0,1
INN27008,Room_Type 4,Online,0,0,0,1
INN27009,Room_Type 1,Offline,0,0,0,1
INN27010,Room_Type 1,Online,0,0,0,0
INN27011,Room_Type 5,Corporate,0,0,0,0
INN27012,Room_Type 1,Corporate,0,0,0,0
INN27013,Room_Type 1,Online,0,0,0,1
INN27014,Room_Type 1,Online,0,0,0,0
INN27015,Room_Type 4,Online,0,0,0,1
INN27016,Room_Type 1,Online,0,0,0,0
INN27017,Room_Type 1,Online,0,0,0,2
INN27018,Room_Type 1,Online,0,0,0,0
INN27019,Room_Type 1,Online,0,0,0,1
INN27020,Room_Type 1,Offline,0,0,0,0
INN27021,Room_Type 1,Offline,0,0,0,1
INN27022,Room_Type 1,Online,0,0,0,2
INN27023,Room_Type 1,Online,0,0,0,0
INN27024,Room_Type 1,Online,0,0,0,1
INN27025,Room_Type 1,Online,0,0,0,0
INN27026,Room_Type 4,Online,0,0,0,2
INN27027,Room_Type 6,Online,0,0,0,1
INN27028,Room_Type 1,Online,0,0,0,1
INN27029,Room_Type 4,Online,0,0,0,0
INN27030,Room_Type 4,Online,0,0,0,0
INN27031,Room_Type 1,Offline,0,0,0,1
INN27032,Room_Type 1,Online,0,0,0,2
INN27033,Room_Type 1,Online,0,0,0,0
INN27034,Room_Type 1,Offline,0,0,0,0
INN27035,Room_Type 1,Online,0,0,0,1
INN27036,Room_Type 1,Online,0,0,0,1
INN27037,Room_Type 1,Offline,0,0,0,1
INN27038,Room_Type 1,Offline,0,0,0,0
INN27039,Room_Type 4,Offline,0,0,0,0
INN27040,Room_Type 1,Offline,0,0,0,1
INN27041,Room_Type 1,Online,0,0,0,1
INN27042,Room_Type 1,Online,0,0,0,0
INN27043,Room_Type 1,Offline,0,0,0,0
INN27044,Room_Type 1,Online,0,0,0,1
INN27045,Room_Type 4,Online,0,0,0,1
INN27046,Room_Type 1,Online,0,0,0,0
INN27047,Room_Type 1,Offline,0,0,0,0
INN27048,Room_Type 1,Offline,0,0,0,0
INN27049,Room_Type 1,Offline,0,0,0,0
INN27050,Room_Type 5,Offline,0,0,0,0
INN27051,Room_Type 4,Online,0,0,0,2
INN27052,Room_Type 1,Offline,0,0,0,0
INN27053,Room_Type 4,Corporate,0,0,0,0
INN27054,Room_Type 1,Online,0,0,0,1
INN27055,Room_Type 4,Online,0,0,0,0
INN27056,Room_Type 1,Online,0,0,0,0
INN27057,Room_Type 1,Corporate,0,0,0,0
INN27058,Room_Type 1,Corporate,1,0,1,0
INN27059,Room_Type 4,Online,0,0,0,0
INN27060,Room_Type 1,Offline,0,0,0,0
INN27061,Room_Type 4,Online,0,0,0,2
INN27062,Room_Type 1,Offline,0,0,0,0
INN27063,Room_Type 1,Online,0,0,0,0
INN27064,Room_Type 1,Online,0,0,0,0
INN27065,Room_Type 1,Offline,0,0,0,0
INN27066,Room_Type 1,Corporate,0,0,0,0
INN27067,Room_Type 1,Online,0,0,0,1
INN27068,Room_Type 4,Online,0,0,0,0
INN27069,Room_Type 1,Online,0,0,0,0
INN27070,Room_Type 4,Online,0,0,0,0
INN27071,Room_Type 1,Offline,0,0,0,1
INN27072,Room_Type 6,Online,0,0,0,0
INN27073,Room_Type 1,Offline,0,0,0,0
INN27074,Room_Type 1,Online,0,0,0,0
INN27075,Room_Type 1,Online,0,0,0,1
INN27076,Room_Type 1,Online,0,0,0,1
INN27077,Room_Type 1,Online,0,0,0,1
INN27078,Room_Type 1,Online,0,0,0,0
INN27079,Room_Type 1,Offline,0,0,0,0
INN27080,Room_Type 1,Offline,0,0,0,0
INN27081,Room_Type 1,Online,0,0,0,2
INN27082,Room_Type 6,Online,0,0,0,0
INN27083,Room_Type 1,Online,0,0,0,1
INN27084,Room_Type 1,Offline,0,0,0,0
INN27085,Room_Type 1,Offline,0,0,0,0
INN27086,Room_Type 4,Online,0,0,0,2
INN27087,Room_Type 5,Online,0,0,0,0
INN27088,Room_Type 1,Online,0,0,0,1
INN27089,Room_Type 1,Corporate,0,0,0,0
INN27090,Room_Type 1,Offline,0,0,0,0
INN27091,Room_Type 1,Offline,0,0,0,1
INN27092,Room_Type 1,Offline,0,0,0,0
INN27093,Room_Type 1,Online,0,0,0,1
INN27094,Room_Type 1,Online,0,0,0,1
INN27095,Room_Type 4,Online,0,0,0,1
INN27096,Room_Type 1,Online,0,0,0,1
INN27097,Room_Type 1,Online,0,0,0,1
INN27098,Room_Type 1,Offline,0,0,0,0
INN27099,Room_Type 1,Offline,0,0,0,0
INN27100,Room_Type 4,Online,0,0,0,0
INN27101,Room_Type 4,Online,0,0,0,0
INN27102,Room_Type 4,Online,0,0,0,0
INN27103,Room_Type 1,Offline,0,0,0,0
INN27104,Room_Type 1,Offline,0,0,0,0
INN27105,Room_Type 1,Offline,0,0,0,0
INN27106,Room_Type 1,Complementary,0,0,0,0
INN27107,Room_Type 1,Online,0,0,0,0
INN27108,Room_Type 4,Corporate,0,0,0,0
INN27109,Room_Type 1,Online,0,0,0,1
INN27110,Room_Type 1,Offline,0,0,0,2
INN27111,Room_Type 1,Online,0,0,0,2
INN27112,Room_Type 1,Corporate,1,2,5,0
INN27113,Room_Type 4,Online,0,0,0,2
INN27114,Room_Type 1,Offline,0,0,0,0
INN27115,Room_Type 1,Online,0,0,0,0
INN27116,Room_Type 1,Online,0,0,0,2
INN27117,Room_Type 4,Online,0,0,0,1
INN27118,Room_Type 1,Online,0,0,0,1
INN27119,Room_Type 1,Online,0,0,0,1
INN27120,Room_Type 4,Online,0,0,0,0
INN27121,Room_Type 1,Online,0,0,0,0
INN27122,Room_Type 1,Offline,0,0,0,0
INN27123,Room_Type 1,Offline,0,0,0,0
INN27124,Room_Type 4,Offline,0,0,0,0
INN27125,Room_Type 1,Online,0,0,0,1
INN27126,Room_Type 1,Offline,0,0,0,0
INN27127,Room_Type 1,Offline,0,0,0,1
INN27128,Room_Type 6,Online,0,0,0,1
INN27129,Room_Type 1,Offline,0,0,0,0
INN27130,Room_Type 4,Online,0,0,0,1
INN27131,Room_Type 1,Online,0,0,0,1
INN27132,Room_Type 1,Online,0,0,0,1
INN27133,Room_Type 1,Online,0,0,0,1
INN27134,Room_Type 1,Offline,0,0,0,1
INN27135,Room_Type 1,Offline,0,0,0,0
INN27136,Room_Type 1,Online,0,0,0,3
INN27137,Room_Type 1,Online,0,0,0,1
INN27138,Room_Type 1,Offline,0,0,0,0
INN27139,Room_Type 1,Online,0,0,0,0
INN27140,Room_Type 1,Online,0,0,0,2
INN27141,Room_Type 1,Offline,0,0,0,1
INN27142,Room_Type 1,Offline,0,0,0,0
INN27143,Room_Type 1,Online,0,0,0,0
INN27144,Room_Type 1,Online,0,0,0,2
INN27145,Room_Type 1,Online,0,0,0,2
INN27146,Room_Type 1,Online,0,0,0,1
INN27147,Room_Type 1,Online,0,0,0,2
INN27148,Room_Type 1,Corporate,1,0,2,0
INN27149,Room_Type 1,Offline,0,0,0,0
INN27150,Room_Type 1,Online,0,0,0,1
INN27151,Room_Type 1,Online,0,0,0,1
INN27152,Room_Type 1,Offline,0,0,0,0
INN27153,Room_Type 1,Online,0,0,0,1
INN27154,Room_Type 7,Online,0,0,0,0
INN27155,Room_Type 4,Online,0,0,0,2
INN27156,Room_Type 1,Online,0,0,0,2
INN27157,Room_Type 1,Offline,0,0,0,0
INN27158,Room_Type 1,Online,0,0,0,0
INN27159,Room_Type 1,Online,0,0,0,1
INN27160,Room_Type 4,Offline,0,0,0,1
INN27161,Room_Type 1,Offline,0,0,0,0
INN27162,Room_Type 1,Offline,0,0,0,0
INN27163,Room_Type 1,Offline,0,0,0,0
INN27164,Room_Type 1,Online,0,0,0,0
INN27165,Room_Type 1,Online,0,0,0,0
INN27166,Room_Type 5,Online,0,0,0,2
INN27167,Room_Type 1,Online,0,0,0,0
INN27168,Room_Type 1,Offline,0,0,0,1
INN27169,Room_Type 1,Offline,0,0,0,0
INN27170,Room_Type 1,Corporate,0,0,0,0
INN27171,Room_Type 1,Online,0,0,0,1
INN27172,Room_Type 1,Offline,0,0,0,0
INN27173,Room_Type 1,Online,0,0,0,0
INN27174,Room_Type 1,Offline,0,0,0,1
INN27175,Room_Type 1,Online,0,0,0,0
INN27176,Room_Type 1,Online,0,0,0,2
INN27177,Room_Type 6,Online,0,0,0,1
INN27178,Room_Type 1,Offline,0,0,0,0
INN27179,Room_Type 1,Offline,0,0,0,0
INN27180,Room_Type 1,Online,0,0,0,1
INN27181,Room_Type 1,Corporate,0,0,0,0
INN27182,Room_Type 7,Online,0,0,0,0
INN27183,Room_Type 1,Offline,0,0,0,0
INN27184,Room_Type 1,Corporate,0,0,0,0
INN27185,Room_Type 1,Online,0,0,0,1
INN27186,Room_Type 1,Offline,0,0,0,0
INN27187,Room_Type 1,Offline,0,0,0,0
INN27188,Room_Type 1,Online,0,0,0,0
INN27189,Room_Type 1,Online,0,0,0,3
INN27190,Room_Type 1,Offline,0,0,0,0
INN27191,Room_Type 1,Online,0,0,0,0
INN27192,Room_Type 1,Online,0,0,0,1
INN27193,Room_Type 4,Online,0,0,0,2
INN27194,Room_Type 4,Online,0,0,0,0
INN27195,Room_Type 1,Online,0,0,0,1
INN27196,Room_Type 1,Offline,0,0,0,0
INN27197,Room_Type 1,Online,0,0,0,2
INN27198,Room_Type 1,Offline,0,0,0,1
INN27199,Room_Type 1,Offline,0,0,0,0
INN27200,Room_Type 1,Online,0,0,0,0
INN27201,Room_Type 6,Online,0,0,0,0
INN27202,Room_Type 1,Online,0,0,0,1
INN27203,Room_Type 1,Offline,0,0,0,0
INN27204,Room_Type 4,Online,0,0,0,2
INN27205,Room_Type 4,Online,0,0,0,0
INN27206,Room_Type 4,Online,0,0,0,0
INN27207,Room_Type 1,Online,0,0,0,0
INN27208,Room_Type 1,Offline,0,0,0,0
INN27209,Room_Type 1,Online,0,0,0,1
INN27210,Room_Type 1,Online,0,0,0,2
INN27211,Room_Type 1,Offline,0,0,0,0
INN27212,Room_Type 4,Online,0,0,0,0
INN27213,Room_Type 1,Offline,0,0,0,0
INN27214,Room_Type 1,Online,0,0,0,0
INN27215,Room_Type 1,Offline,0,0,0,0
INN27216,Room_Type 1,Online,0,0,0,2
INN27217,Room_Type 1,Online,0,0,0,1
INN27218,Room_Type 1,Online,0,0,0,0
INN27219,Room_Type 1,Offline,0,0,0,0
INN27220,Room_Type 1,Corporate,1,1,0,0
INN27221,Room_Type 1,Offline,0,0,0,0
INN27222,Room_Type 4,Online,0,0,0,0
INN27223,Room_Type 1,Offline,0,0,0,0
INN27224,Room_Type 1,Online,0,0,0,0
INN27225,Room_Type 1,Offline,0,0,0,0
INN27226,Room_Type 1,Offline,0,0,0,0
INN27227,Room_Type 4,Online,0,0,0,4
INN27228,Room_Type 1,Online,0,0,0,1
INN27229,Room_Type 1,Offline,0,0,0,0
INN27230,Room_Type 1,Corporate,0,0,0,1
INN27231,Room_Type 1,Offline,0,0,0,1
INN27232,Room_Type 6,Online,0,0,0,0
INN27233,Room_Type 4,Online,0,0,0,3
INN27234,Room_Type 1,Corporate,0,0,0,0
INN27235,Room_Type 1,Online,0,0,0,1
INN27236,Room_Type 5,Corporate,0,0,0,0
INN27237,Room_Type 1,Offline,0,0,0,0
INN27238,Room_Type 1,Corporate,0,0,0,0
INN27239,Room_Type 1,Online,0,0,0,0
INN27240,Room_Type 1,Online,0,0,0,1
INN27241,Room_Type 1,Corporate,0,0,0,0
INN27242,Room_Type 1,Corporate,0,0,0,0
INN27243,Room_Type 1,Online,0,0,0,2
INN27244,Room_Type 1,Offline,0,0,0,0
INN27245,Room_Type 1,Online,0,0,0,1
INN27246,Room_Type 1,Online,0,0,0,1
INN27247,Room_Type 1,Offline,0,0,0,0
INN27248,Room_Type 4,Online,0,0,0,0
INN27249,Room_Type 1,Online,0,0,0,0
INN27250,Room_Type 1,Online,0,0,0,0
INN27251,Room_Type 1,Online,0,0,0,0
INN27252,Room_Type 1,Offline,0,0,0,0
INN27253,Room_Type 1,Offline,0,0,0,0
INN27254,Room_Type 1,Offline,0,0,0,0
INN27255,Room_Type 1,Offline,0,0,0,0
INN27256,Room_Type 1,Offline,0,0,0,0
INN27257,Room_Type 1,Online,0,0,0,1
INN27258,Room_Type 4,Online,0,0,0,3
INN27259,Room_Type 1,Offline,0,0,0,0
INN27260,Room_Type 1,Online,0,0,0,0
INN27261,Room_Type 5,Online,0,0,0,0
INN27262,Room_Type 1,Online,0,0,0,3
INN27263,Room_Type 1,Offline,0,0,0,0
INN27264,Room_Type 1,Corporate,0,0,0,0
INN27265,Room_Type 1,Offline,0,0,0,0
INN27266,Room_Type 1,Offline,0,0,0,0
INN27267,Room_Type 1,Offline,0,0,0,1
INN27268,Room_Type 1,Online,0,0,0,1
INN27269,Room_Type 4,Online,0,0,0,0
INN27270,Room_Type 1,Online,0,0,0,2
INN27271,Room_Type 1,Online,0,0,0,0
INN27272,Room_Type 1,Offline,0,0,0,0
INN27273,Room_Type 1,Online,1,1,0,0
INN27274,Room_Type 1,Corporate,1,0,10,1
INN27275,Room_Type 1,Corporate,0,0,0,0
INN27276,Room_Type 1,Online,0,0,0,3
INN27277,Room_Type 1,Offline,0,0,0,0
INN27278,Room_Type 4,Online,0,0,0,0
INN27279,Room_Type 1,Online,0,0,0,2
INN27280,Room_Type 1,Offline,0,0,0,0
INN27281,Room_Type 1,Online,0,0,0,0
INN27282,Room_Type 1,Online,0,0,0,0
INN27283,Room_Type 1,Online,0,0,0,2
INN27284,Room_Type 1,Online,0,0,0,0
INN27285,Room_Type 1,Online,0,0,0,1
INN27286,Room_Type 1,Offline,0,0,0,0
INN27287,Room_Type 4,Online,0,0,0,0
INN27288,Room_Type 1,Offline,0,0,0,0
INN27289,Room_Type 1,Online,0,0,0,1
INN27290,Room_Type 1,Offline,0,0,0,1
INN27291,Room_Type 1,Online,0,0,0,1
INN27292,Room_Type 4,Online,0,0,0,1
INN27293,Room_Type 1,Online,0,0,0,0
INN27294,Room_Type 1,Online,0,0,0,1
INN27295,Room_Type 4,Online,0,0,0,1
INN27296,Room_Type 1,Online,0,0,0,1
INN27297,Room_Type 1,Online,0,0,0,0
INN27298,Room_Type 4,Online,0,0,0,1
INN27299,Room_Type 4,Online,0,0,0,0
INN27300,Room_Type 1,Online,0,0,0,1
INN27301,Room_Type 1,Offline,0,0,0,1
INN27302,Room_Type 1,Online,0,0,0,2
INN27303,Room_Type 1,Online,0,0,0,0
INN27304,Room_Type 4,Online,0,0,0,0
INN27305,Room_Type 1,Offline,0,0,0,0
INN27306,Room_Type 1,Offline,0,0,0,0
INN27307,Room_Type 1,Offline,0,0,0,0
INN27308,Room_Type 1,Offline,0,0,0,0
INN27309,Room_Type 1,Online,0,0,0,1
INN27310,Room_Type 4,Online,0,0,0,1
INN27311,Room_Type 5,Offline,0,0,0,0
INN27312,Room_Type 1,Offline,0,0,0,0
INN27313,Room_Type 1,Offline,0,0,0,1
INN27314,Room_Type 1,Online,0,0,0,0
INN27315,Room_Type 1,Online,0,0,0,0
INN27316,Room_Type 4,Online,0,0,0,0
INN27317,Room_Type 1,Offline,0,0,0,0
INN27318,Room_Type 1,Online,0,0,0,0
INN27319,Room_Type 6,Online,0,0,0,2
INN27320,Room_Type 1,Offline,0,0,0,0
