,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,total_nights
27797,INN27798,2,0,0,2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled,2
27798,INN27799,2,0,0,1,0,Room_Type 1,40,2018,7,26,Offline,0,0,0,125.0,1,Not_Canceled,1
27799,INN27800,2,0,0,4,0,Room_Type 4,92,2018,4,6,Online,0,0,0,95.2,0,Canceled,4
27800,INN27801,2,0,0,1,1,Room_Type 1,49,2018,3,23,Online,0,0,0,110.0,0,Not_Canceled,1
27801,INN27802,2,0,1,2,0,Room_Type 1,23,2018,11,25,Online,0,0,0,104.0,1,Not_Canceled,3
27802,INN27803,2,0,0,1,0,Room_Type 1,9,2018,5,31,Online,0,0,0,111.35,0,Canceled,1
27803,INN27804,2,0,2,3,0,Room_Type 1,89,2018,4,10,Online,0,0,0,90.95,1,Not_Canceled,5
27804,INN27805,2,0,1,0,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled,1
27805,INN27806,2,0,1,3,0,Room_Type 1,153,2018,10,17,Online,0,0,0,118.8,2,Canceled,4
27806,INN27807,1,0,0,1,0,Room_Type 1,17,2017,10,30,Offline,0,0,0,95.0,0,Not_Canceled,1
27807,INN27808,2,0,0,3,0,Room_Type 1,108,2018,9,27,Offline,0,0,0,80.75,0,Not_Canceled,3
27808,INN27809,2,0,1,2,0,Room_Type 1,80,2018,3,25,Online,0,0,0,65.83,0,Not_Canceled,3
27809,INN27810,2,0,0,3,0,Room_Type 1,122,2018,6,9,Online,0,0,0,116.1,0,Canceled,3
27810,INN27811,1,0,2,5,0,Room_Type 1,8,2017,9,23,Online,0,0,0,187.43,2,Not_Canceled,7
27811,INN27812,2,1,1,0,0,Room_Type 1,15,2018,9,12,Online,0,0,0,127.0,2,Not_Canceled,1
27812,INN27813,2,0,1,4,0,Room_Type 1,45,2018,12,26,Online,0,0,0,104.72,2,Not_Canceled,5
27813,INN27814,2,0,2,0,0,Room_Type 1,118,2017,7,19,Online,0,0,0,85.5,1,Canceled,2
27814,INN27815,1,0,2,1,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,72.5,0,Not_Canceled,3
27815,INN27816,2,0,0,1,0,Room_Type 1,2,2018,1,9,Online,0,0,0,69.5,0,Not_Canceled,1
27816,INN27817,1,0,1,2,0,Room_Type 1,123,2018,4,29,Online,0,0,0,93.9,0,Canceled,3
27817,INN27818,2,0,0,3,0,Room_Type 1,188,2018,10,27,Online,0,0,0,85.5,2,Canceled,3
27818,INN27819,1,0,0,1,1,Room_Type 1,1,2018,10,11,Corporate,0,0,0,67.0,0,Not_Canceled,1
27819,INN27820,2,0,0,2,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105.0,0,Not_Canceled,2
27820,INN27821,1,0,0,2,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,Not_Canceled,2
27821,INN27822,3,0,0,4,0,Room_Type 4,183,2018,10,26,Online,0,0,0,123.3,2,Canceled,4
27822,INN27823,2,1,2,3,0,Room_Type 1,46,2018,5,8,Online,0,0,0,143.1,0,Canceled,5
27823,INN27824,2,2,2,2,0,Room_Type 6,163,2018,12,23,Online,0,0,0,192.95,0,Not_Canceled,4
27824,INN27825,2,0,2,3,0,Room_Type 1,22,2017,9,4,Online,0,0,0,75.6,0,Not_Canceled,5
27825,INN27826,1,0,1,2,0,Room_Type 1,7,2018,10,3,Online,0,0,0,103.18,3,Not_Canceled,3
27826,INN27827,2,0,1,2,0,Room_Type 1,96,2018,4,18,Online,0,0,0,87.3,1,Not_Canceled,3
27827,INN27828,1,0,0,3,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,3
27828,INN27829,3,0,2,1,0,Room_Type 4,32,2018,1,24,Corporate,0,0,0,95.0,1,Not_Canceled,3
27829,INN27830,1,0,0,1,0,Room_Type 1,6,2018,5,12,Corporate,0,0,0,129.0,0,Not_Canceled,1
27830,INN27831,2,1,0,3,0,Room_Type 6,18,2018,4,20,Online,0,0,0,167.74,2,Not_Canceled,3
27831,INN27832,2,0,0,3,0,Room_Type 1,39,2018,11,10,Online,0,0,0,135.0,1,Not_Canceled,3
27832,INN27833,2,0,2,4,0,Room_Type 4,12,2017,12,30,Online,0,0,0,118.67,0,Not_Canceled,6
27833,INN27834,2,0,2,1,0,Room_Type 1,89,2017,11,28,Online,0,0,0,55.63,2,Not_Canceled,3
27834,INN27835,1,1,1,0,1,Room_Type 1,22,2018,8,1,Online,0,0,0,138.0,1,Not_Canceled,1
27835,INN27836,2,0,1,1,0,Room_Type 4,151,2018,7,11,Offline,0,0,0,82.45,1,Canceled,2
27836,INN27837,2,0,1,2,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,161.67,0,Not_Canceled,3
27837,INN27838,2,0,0,2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,2
27838,INN27839,2,0,0,2,0,Room_Type 1,39,2018,7,1,Online,0,0,0,107.1,0,Not_Canceled,2
27839,INN27840,2,0,2,3,0,Room_Type 4,126,2018,9,15,Online,0,0,0,147.1,4,Not_Canceled,5
27840,INN27841,1,0,0,2,0,Room_Type 1,19,2018,11,1,Online,0,0,0,112.0,0,Canceled,2
27841,INN27842,1,0,0,1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79.0,0,Not_Canceled,1
27842,INN27843,1,0,0,1,0,Room_Type 1,4,2018,1,20,Online,0,0,0,80.0,1,Not_Canceled,1
27843,INN27844,2,0,2,3,0,Room_Type 1,19,2018,11,13,Offline,0,0,0,80.0,0,Not_Canceled,5
27844,INN27845,2,0,0,3,0,Room_Type 5,146,2018,8,9,Offline,0,0,0,113.56,0,Not_Canceled,3
27845,INN27846,2,2,2,3,0,Room_Type 5,89,2018,12,22,Online,0,0,0,94.72,0,Not_Canceled,5
27846,INN27847,3,0,0,3,0,Room_Type 1,91,2018,12,8,Offline,0,0,0,92.65,0,Not_Canceled,3
27847,INN27848,2,0,0,3,0,Room_Type 1,164,2018,7,21,Online,0,0,0,94.5,0,Canceled,3
27848,INN27849,2,0,1,3,0,Room_Type 1,55,2018,9,26,Online,0,0,0,135.9,2,Not_Canceled,4
27849,INN27850,2,0,0,2,0,Room_Type 1,48,2018,7,27,Online,0,0,0,135.9,0,Not_Canceled,2
27850,INN27851,3,0,1,2,1,Room_Type 4,160,2018,8,22,Online,0,0,0,146.7,0,Canceled,3
27851,INN27852,2,0,1,2,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,3
27852,INN27853,2,0,2,4,0,Room_Type 2,296,2017,10,24,Online,0,0,0,56.01,0,Canceled,6
27853,INN27854,2,0,0,2,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled,2
27854,INN27855,2,0,0,2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2
27855,INN27856,2,0,0,1,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,1
27856,INN27857,2,0,2,0,0,Room_Type 1,55,2018,3,13,Offline,0,0,0,63.0,0,Not_Canceled,2
27857,INN27858,2,0,0,1,0,Room_Type 1,13,2018,4,28,Online,0,0,0,169.0,0,Canceled,1
27858,INN27859,2,0,2,1,0,Room_Type 1,39,2018,7,2,Online,0,0,0,117.9,0,Canceled,3
27859,INN27860,1,0,1,0,0,Room_Type 1,18,2018,6,20,Corporate,1,0,10,65.0,0,Not_Canceled,1
27860,INN27861,2,0,0,1,0,Room_Type 1,6,2018,2,20,Online,0,0,0,79.0,1,Not_Canceled,1
27861,INN27862,1,0,2,1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,3
27862,INN27863,2,0,2,1,0,Room_Type 1,30,2018,10,16,Offline,0,0,0,85.0,0,Not_Canceled,3
27863,INN27864,2,0,1,3,0,Room_Type 1,68,2018,4,28,Online,0,0,0,104.76,2,Not_Canceled,4
27864,INN27865,2,0,1,3,0,Room_Type 1,240,2018,10,27,Online,0,0,0,80.75,0,Canceled,4
27865,INN27866,2,0,2,2,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,Not_Canceled,4
27866,INN27867,2,0,0,3,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled,3
27867,INN27868,3,0,1,1,0,Room_Type 4,108,2018,8,27,Online,0,0,0,150.3,3,Not_Canceled,2
27868,INN27869,2,0,0,3,0,Room_Type 1,51,2018,11,17,Online,0,0,0,68.47,1,Not_Canceled,3
27869,INN27870,2,0,2,2,0,Room_Type 1,5,2018,8,13,Online,0,0,0,170.0,1,Not_Canceled,4
27870,INN27871,2,0,1,3,0,Room_Type 4,58,2018,4,25,Online,0,0,0,86.72,1,Not_Canceled,4
27871,INN27872,2,0,0,2,0,Room_Type 1,31,2018,9,8,Online,0,0,0,135.9,2,Not_Canceled,2
27872,INN27873,1,0,0,1,0,Room_Type 1,10,2017,12,10,Corporate,1,0,6,74.0,0,Not_Canceled,1
27873,INN27874,2,0,1,2,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled,3
27874,INN27875,2,0,0,2,0,Room_Type 1,180,2018,8,25,Online,0,0,0,85.5,0,Canceled,2
27875,INN27876,1,0,0,2,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2
27876,INN27877,1,0,0,1,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1,Not_Canceled,1
27877,INN27878,3,0,1,5,0,Room_Type 4,71,2018,4,25,Online,0,0,0,131.18,0,Not_Canceled,6
27878,INN27879,2,0,2,2,0,Room_Type 1,2,2017,8,21,Online,0,0,0,89.0,2,Not_Canceled,4
27879,INN27880,2,0,0,2,0,Room_Type 1,61,2018,3,4,Online,0,0,0,89.5,0,Not_Canceled,2
27880,INN27881,2,0,1,3,0,Room_Type 1,6,2017,9,10,Online,0,0,0,116.25,2,Not_Canceled,4
27881,INN27882,2,0,0,2,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,Canceled,2
27882,INN27883,2,0,2,3,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled,5
27883,INN27884,2,0,0,2,0,Room_Type 4,36,2018,4,29,Online,0,0,0,140.4,1,Not_Canceled,2
27884,INN27885,2,1,0,1,0,Room_Type 1,135,2018,8,13,Online,0,0,0,130.5,1,Not_Canceled,1
27885,INN27886,2,0,2,2,0,Room_Type 1,68,2017,10,11,Online,0,0,0,89.25,1,Canceled,4
27886,INN27887,2,0,0,3,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled,3
27887,INN27888,2,0,2,2,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,Canceled,4
27888,INN27889,2,0,2,4,0,Room_Type 4,64,2018,4,23,Online,0,0,0,112.48,1,Not_Canceled,6
27889,INN27890,2,0,0,2,0,Room_Type 1,106,2017,9,4,Online,0,0,0,89.25,0,Canceled,2
27890,INN27891,2,0,1,3,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled,4
27891,INN27892,2,2,0,2,0,Room_Type 7,20,2018,7,29,Online,0,0,0,210.57,2,Not_Canceled,2
27892,INN27893,3,0,2,3,0,Room_Type 4,86,2018,12,24,Online,0,0,0,119.0,2,Not_Canceled,5
27893,INN27894,2,2,0,1,0,Room_Type 6,0,2018,12,6,Online,0,0,0,174.0,0,Not_Canceled,1
27894,INN27895,2,0,2,2,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,Not_Canceled,4
27895,INN27896,2,0,1,3,0,Room_Type 4,79,2018,12,26,Online,0,0,0,105.61,0,Canceled,4
27896,INN27897,1,0,0,2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,2
27897,INN27898,1,0,0,2,0,Room_Type 1,4,2018,4,19,Aviation,0,0,0,95.0,0,Not_Canceled,2
27898,INN27899,1,0,1,0,0,Room_Type 1,5,2018,11,28,Corporate,0,0,0,77.0,0,Not_Canceled,1
27899,INN27900,2,0,0,4,0,Room_Type 4,11,2018,11,2,Online,0,0,0,119.0,0,Not_Canceled,4
27900,INN27901,2,0,2,2,0,Room_Type 1,99,2018,4,8,Online,0,0,0,83.25,0,Canceled,4
27901,INN27902,1,0,0,3,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,85.67,0,Not_Canceled,3
27902,INN27903,3,0,1,2,0,Room_Type 4,124,2018,6,3,Online,0,0,0,159.3,0,Canceled,3
27903,INN27904,1,0,1,2,0,Room_Type 1,3,2018,1,18,Corporate,1,2,17,66.0,0,Not_Canceled,3
27904,INN27905,2,1,1,3,0,Room_Type 1,84,2018,10,31,Online,0,0,0,149.18,1,Not_Canceled,4
27905,INN27906,2,0,2,2,0,Room_Type 1,195,2018,10,28,Online,0,0,0,96.3,2,Not_Canceled,4
27906,INN27907,2,2,2,3,0,Room_Type 2,188,2018,8,25,Online,0,0,0,84.82,1,Not_Canceled,5
27907,INN27908,2,0,0,2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled,2
27908,INN27909,2,0,2,1,0,Room_Type 4,48,2018,11,5,Online,0,0,0,131.72,2,Not_Canceled,3
27909,INN27910,3,0,0,1,0,Room_Type 4,52,2018,7,23,Online,0,0,0,168.3,1,Not_Canceled,1
27910,INN27911,2,0,0,1,0,Room_Type 1,9,2018,2,3,Online,0,0,0,90.0,0,Not_Canceled,1
27911,INN27912,2,0,2,3,0,Room_Type 1,120,2018,3,27,Online,0,0,0,84.15,0,Canceled,5
27912,INN27913,2,0,1,2,0,Room_Type 1,14,2018,2,19,Offline,0,0,0,40.67,0,Not_Canceled,3
27913,INN27914,2,0,0,1,0,Room_Type 4,62,2018,4,22,Online,0,0,0,91.48,1,Not_Canceled,1
27914,INN27915,2,0,1,4,0,Room_Type 2,137,2018,11,28,Online,0,0,0,85.16,1,Canceled,5
27915,INN27916,2,0,0,2,0,Room_Type 1,47,2018,9,9,Online,0,0,0,125.1,2,Not_Canceled,2
27916,INN27917,2,0,1,3,0,Room_Type 1,65,2018,5,9,Online,0,0,0,119.85,0,Not_Canceled,4
27917,INN27918,2,0,0,1,0,Room_Type 1,40,2018,2,27,Offline,0,0,0,65.0,0,Not_Canceled,1
27918,INN27919,2,1,0,3,0,Room_Type 1,127,2018,6,2,Online,0,0,0,185.85,1,Not_Canceled,3
27919,INN27920,2,0,1,3,0,Room_Type 4,85,2017,12,17,Offline,0,0,0,60.0,0,Not_Canceled,4
27920,INN27921,3,0,2,1,0,Room_Type 4,80,2018,10,16,Online,0,0,0,151.2,1,Canceled,3
27921,INN27922,2,2,0,1,1,Room_Type 6,5,2018,5,27,Online,0,0,0,250.0,1,Not_Canceled,1
27922,INN27923,2,1,1,0,0,Room_Type 1,12,2018,5,2,Online,0,0,0,141.0,2,Not_Canceled,1
27923,INN27924,1,0,0,2,0,Room_Type 1,15,2017,12,10,Corporate,0,0,0,65.0,0,Not_Canceled,2
27924,INN27925,2,0,2,5,0,Room_Type 1,89,2018,3,21,Online,0,0,0,83.66,1,Not_Canceled,7
27925,INN27926,2,1,2,1,0,Room_Type 4,125,2018,5,15,Online,0,0,0,101.49,2,Not_Canceled,3
27926,INN27927,2,0,0,1,0,Room_Type 1,0,2017,11,6,Online,0,0,0,95.0,1,Not_Canceled,1
27927,INN27928,2,0,1,1,0,Room_Type 1,180,2018,5,2,Online,0,0,0,0.0,1,Not_Canceled,2
27928,INN27929,2,0,1,5,0,Room_Type 4,115,2018,2,29,Online,0,0,0,102.33,1,Not_Canceled,6
27929,INN27930,2,0,1,4,0,Room_Type 4,144,2018,5,25,Online,0,0,0,92.55,0,Not_Canceled,5
27930,INN27931,2,0,2,2,0,Room_Type 1,74,2017,10,17,Online,0,0,0,68.5,0,Not_Canceled,4
27931,INN27932,2,0,0,3,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,3
27932,INN27933,2,0,1,3,0,Room_Type 1,9,2018,1,28,Online,0,0,0,70.4,0,Not_Canceled,4
27933,INN27934,1,0,2,5,0,Room_Type 1,75,2018,3,19,Online,0,0,0,74.68,0,Not_Canceled,7
27934,INN27935,2,0,1,1,0,Room_Type 1,6,2018,2,20,Online,0,0,0,81.0,0,Not_Canceled,2
27935,INN27936,2,0,0,2,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled,2
27936,INN27937,2,0,0,4,0,Room_Type 1,65,2018,11,23,Offline,0,0,0,105.0,0,Not_Canceled,4
27937,INN27938,2,0,0,2,0,Room_Type 4,101,2018,7,22,Online,0,0,0,123.3,0,Canceled,2
27938,INN27939,2,0,2,2,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,4
27939,INN27940,2,0,2,8,0,Room_Type 2,302,2018,8,2,Online,0,0,0,74.6,1,Not_Canceled,10
27940,INN27941,2,0,0,1,0,Room_Type 1,3,2018,6,23,Online,0,0,0,97.0,1,Not_Canceled,1
27941,INN27942,2,0,0,4,0,Room_Type 1,92,2017,11,10,Online,0,0,0,72.25,2,Canceled,4
27942,INN27943,1,0,0,2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,2
27943,INN27944,2,0,2,2,0,Room_Type 1,81,2018,12,4,Offline,0,0,0,75.0,0,Not_Canceled,4
27944,INN27945,1,0,0,1,0,Room_Type 1,2,2017,9,9,Corporate,0,0,0,65.0,0,Not_Canceled,1
27945,INN27946,2,0,1,0,0,Room_Type 1,84,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled,1
27946,INN27947,2,0,0,1,0,Room_Type 1,30,2018,12,3,Corporate,0,0,0,85.0,0,Not_Canceled,1
27947,INN27948,2,0,1,2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled,3
27948,INN27949,2,0,2,3,0,Room_Type 1,47,2018,10,2,Online,0,0,0,79.0,2,Not_Canceled,5
27949,INN27950,2,0,0,2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled,2
27950,INN27951,3,0,1,5,0,Room_Type 4,174,2018,9,20,Online,0,0,0,159.3,1,Canceled,6
27951,INN27952,1,0,2,1,0,Room_Type 4,52,2018,5,15,Online,0,0,0,140.4,1,Not_Canceled,3
27952,INN27953,2,0,0,2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled,2
27953,INN27954,2,0,0,1,0,Room_Type 1,1,2018,2,26,Online,0,0,0,81.0,0,Not_Canceled,1
27954,INN27955,2,0,1,2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,3
27955,INN27956,2,1,1,2,0,Room_Type 6,4,2017,9,14,Offline,0,0,0,211.33,1,Not_Canceled,3
27956,INN27957,1,0,0,3,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,3
27957,INN27958,1,0,1,1,0,Room_Type 5,11,2018,7,18,Offline,0,0,0,181.0,0,Not_Canceled,2
27958,INN27959,1,0,0,1,0,Room_Type 1,61,2017,10,24,Online,0,0,0,80.75,1,Not_Canceled,1
27959,INN27960,2,0,0,2,0,Room_Type 1,69,2018,4,27,Online,0,0,0,105.3,0,Canceled,2
27960,INN27961,1,0,0,4,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,96.0,0,Not_Canceled,4
27961,INN27962,2,0,1,0,0,Room_Type 1,208,2018,10,3,Online,0,0,0,83.85,0,Canceled,1
27962,INN27963,2,0,2,0,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled,2
27963,INN27964,2,0,2,2,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,4
27964,INN27965,1,0,0,1,0,Room_Type 1,9,2018,5,17,Online,0,0,0,106.26,1,Not_Canceled,1
27965,INN27966,2,0,1,1,0,Room_Type 1,18,2018,3,19,Online,0,0,0,109.0,0,Canceled,2
27966,INN27967,1,0,0,2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,2
27967,INN27968,2,0,0,3,0,Room_Type 1,158,2018,8,25,Online,0,0,0,94.5,0,Canceled,3
27968,INN27969,1,0,0,2,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2
27969,INN27970,2,0,1,3,0,Room_Type 1,79,2018,11,17,Online,0,0,0,74.8,1,Not_Canceled,4
27970,INN27971,2,0,0,1,0,Room_Type 1,108,2018,7,9,Online,0,0,0,103.5,0,Canceled,1
27971,INN27972,2,0,2,0,0,Room_Type 1,31,2018,8,28,Online,0,0,0,103.05,0,Not_Canceled,2
27972,INN27973,2,0,0,3,0,Room_Type 1,7,2018,3,10,Online,0,0,0,106.33,1,Not_Canceled,3
27973,INN27974,2,0,0,1,0,Room_Type 1,0,2017,9,5,Online,0,0,0,143.0,1,Not_Canceled,1
27974,INN27975,2,0,2,3,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78.0,0,Canceled,5
27975,INN27976,2,0,1,0,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled,1
27976,INN27977,2,0,0,3,0,Room_Type 4,88,2018,10,20,Online,0,0,0,132.3,1,Canceled,3
27977,INN27978,2,0,0,3,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,Not_Canceled,3
27978,INN27979,2,0,1,2,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled,3
27979,INN27980,1,0,0,1,0,Room_Type 1,8,2017,11,26,Online,0,0,0,62.37,0,Not_Canceled,1
27980,INN27981,2,0,0,3,0,Room_Type 1,44,2018,10,20,Online,0,0,0,113.7,1,Not_Canceled,3
27981,INN27982,2,0,0,3,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled,3
27982,INN27983,1,0,2,5,0,Room_Type 4,51,2018,6,5,Corporate,0,0,0,110.0,0,Canceled,7
27983,INN27984,1,0,0,1,0,Room_Type 1,1,2018,9,20,Aviation,0,0,0,95.0,0,Not_Canceled,1
27984,INN27985,2,0,1,3,0,Room_Type 1,50,2018,4,11,Online,0,0,0,99.45,1,Canceled,4
27985,INN27986,2,0,0,1,0,Room_Type 1,2,2018,12,16,Online,0,0,0,78.0,1,Not_Canceled,1
27986,INN27987,2,0,0,4,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117.0,1,Canceled,4
27987,INN27988,2,0,0,1,0,Room_Type 1,40,2018,10,13,Online,0,0,0,83.16,1,Not_Canceled,1
27988,INN27989,2,0,2,2,0,Room_Type 1,185,2018,7,8,Online,0,0,0,70.03,2,Not_Canceled,4
27989,INN27990,2,0,1,2,0,Room_Type 1,64,2018,4,29,Online,0,0,0,116.1,1,Not_Canceled,3
27990,INN27991,1,0,0,2,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2
27991,INN27992,2,0,2,3,0,Room_Type 1,215,2018,10,9,Online,0,0,0,106.25,0,Canceled,5
27992,INN27993,2,0,2,1,0,Room_Type 4,269,2018,7,10,Offline,0,0,0,78.88,0,Not_Canceled,3
27993,INN27994,2,1,0,4,0,Room_Type 1,92,2018,12,7,Online,0,0,0,103.7,2,Not_Canceled,4
27994,INN27995,1,0,1,2,0,Room_Type 1,40,2018,11,7,Online,0,0,0,169.2,0,Not_Canceled,3
27995,INN27996,2,0,0,2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,2
27996,INN27997,1,0,0,1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled,1
27997,INN27998,2,1,1,2,0,Room_Type 1,62,2018,12,23,Online,0,0,0,111.88,1,Not_Canceled,3
27998,INN27999,2,0,1,1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled,2
27999,INN28000,2,0,0,3,0,Room_Type 1,5,2017,9,3,Online,0,0,0,117.67,2,Not_Canceled,3
28000,INN28001,2,0,0,5,0,Room_Type 1,43,2018,1,19,Online,0,0,0,77.69,1,Not_Canceled,5
28001,INN28002,2,0,0,3,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,3
28002,INN28003,2,0,2,3,0,Room_Type 1,28,2017,9,19,Online,0,0,0,116.56,2,Not_Canceled,5
28003,INN28004,2,1,2,1,0,Room_Type 1,36,2018,7,2,Online,0,0,0,152.1,2,Not_Canceled,3
28004,INN28005,3,0,1,4,1,Room_Type 4,145,2018,8,8,Online,0,0,0,148.1,2,Not_Canceled,5
28005,INN28006,2,0,2,0,0,Room_Type 1,54,2018,10,2,Online,0,0,0,118.8,2,Not_Canceled,2
28006,INN28007,2,0,0,3,1,Room_Type 4,7,2018,4,21,Online,0,0,0,183.0,1,Not_Canceled,3
28007,INN28008,2,0,1,2,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,3
28008,INN28009,2,0,2,4,0,Room_Type 1,3,2018,5,13,Online,0,0,0,122.33,2,Not_Canceled,6
28009,INN28010,2,0,0,3,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,3
28010,INN28011,2,0,0,3,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,3
28011,INN28012,2,0,0,2,0,Room_Type 1,33,2018,9,9,Online,0,0,0,125.1,3,Not_Canceled,2
28012,INN28013,2,0,1,2,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled,3
28013,INN28014,3,0,2,3,0,Room_Type 4,64,2018,10,15,Online,0,0,0,109.65,1,Not_Canceled,5
28014,INN28015,1,0,0,1,0,Room_Type 1,15,2018,2,2,Corporate,0,0,0,65.0,0,Not_Canceled,1
28015,INN28016,2,0,2,1,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled,3
28016,INN28017,2,0,0,4,0,Room_Type 1,17,2018,3,1,Online,0,0,0,92.53,0,Canceled,4
28017,INN28018,2,0,0,2,0,Room_Type 1,76,2018,4,12,Online,0,0,0,96.3,1,Not_Canceled,2
28018,INN28019,3,0,2,0,0,Room_Type 4,56,2018,11,6,Online,0,0,0,194.5,1,Canceled,2
28019,INN28020,1,0,1,0,0,Room_Type 1,16,2018,12,4,Corporate,1,5,54,65.0,2,Not_Canceled,1
28020,INN28021,1,0,1,3,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,4
28021,INN28022,2,0,2,1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled,3
28022,INN28023,2,0,0,2,0,Room_Type 1,14,2018,8,16,Online,0,0,0,136.0,0,Canceled,2
28023,INN28024,2,0,0,4,1,Room_Type 1,162,2018,7,20,Online,0,0,0,96.13,0,Canceled,4
28024,INN28025,2,0,2,1,0,Room_Type 4,19,2018,11,12,Online,0,0,0,119.33,2,Not_Canceled,3
28025,INN28026,3,0,0,3,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,92.65,0,Not_Canceled,3
28026,INN28027,3,0,0,2,0,Room_Type 4,101,2018,7,22,Online,0,0,0,142.2,0,Canceled,2
28027,INN28028,2,0,1,3,0,Room_Type 1,3,2017,8,17,Corporate,0,0,0,130.0,0,Canceled,4
28028,INN28029,2,0,0,3,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70.0,0,Canceled,3
